Name,ISIN,IQ_COMPANY_ADDRESS,IQ_PRIMARY_INDUSTRY,IQ_EXCHANGE,IQ_CITY,IQ_COUNTRY_NAME,IQ_EMPLOYEES,IQ_CEO_NAME,IQ_CFO_NAME,IQ_SP_LC_LT,Supplier1,Supplier2,Supplier3,Supplier4,Supplier5,Supplier6,Supplier7,Supplier8,Supplier9,Supplier10,customer1,customer2,customer3,customer4,customer5,customer6,customer7,customer8,customer9,customer10,bm1,bm2,bm3,bm4,bm5,bm6,bm7,bm8,bm9,bm10
Cts Eventim AG & Co KgaA,DE0005470306,"Contrescarpe 75 A, Bremen, Bremen, 28195, Germany",Movies and Entertainment,XTRA,Bremen,Germany,3469,"Schulenberg, Klaus-Peter","Hohrein, Holger",,Eventim Management Ag,"KPS Group, Inc.",,,,,,,,,"Beijing Byte Dance Telecommunications Co., Ltd.","KPS Group, Inc.",Societe Reseau France Billet,,,,,,,,,Board Member,"Kundrun, Bernd ","Baur, Cornelius ","Schulenberg, Juliane ","Westermeyer, Philipp ",,,,
InPost SA,LU2290522684,"70, route d'Esch, Luxembourg City  1470, Luxembourg",Air Freight and Logistics,ENXTAM,Luxembourg City,Luxembourg,6147,"Brzoska, Rafal","Aleksandrowicz, Adam",,Bank Handlowy w Warszawie S.A.,Bank Polska Kasa Opieki S.A.,Barclays Bank Ireland PLC,BNP Paribas Bank Polska S.A.,CitySprint (UK) Ltd,Credit Agricole Bank Polska S.A.,Erste Group Bank AG,Goldman Sachs Bank Europe SE,Hermès International Société en commandite par actions,ING Bank Slaski S.A.,"AGORA, S.A.",AliExpress Ltd.,Allegro.pl sp. z o.o.,"Amazon.com, Inc.",ASOS Plc,Auchan Polska Sp. z o.o.,boohoo group plc,Dune Group Limited,Empik Sp. z o.o.,eobuwie.pl S.A.,,Board Member,"Robertshaw, Mark ","Bax, Marieke ","Jones, Cristina Berta","Rose, Nick ","Huep, Ralf ","Roth, Michael ","Sen, Ranjan ",
Symrise AG,DE000SYM9999,"MUehlenfeldstrasse 1, Konzernkommunikation, Holzminden, Lower Saxony, 37603, Germany",Specialty Chemicals,XTRA,Holzminden,Germany,12265,"Bertram, Heinz-Jurgen","Klinger, Olaf",,Agan Aroma & Fine Chemicals Limited,Ceapro Inc.,Foods and Inns Limited,Privi Speciality Chemicals Limited,Probi AB (publ),Proteinas del Ecuador Ecuaprotein S.A.,Scelta Umami B.V.,SPF Do Brasil Industria E Comercio Ltda.,Tata Communications Limited,,Probi AB (publ),"Top Frontier Investment Holdings, Inc.",,,,,,,,,,Board Member,"Konig, Michael ","Feist, Harald ","Hirsch, Bernd ","Wang, Xuemin ","Pfeifer, Andrea ","Buck, Ursula ","Chiarlitti, Jeannette ","Kirchhoff, Andre "
Wallenstam AB,SE0007074844,"Kungsportsavenyen 2, Gothenburg, Västra Götaland County, 401 84, Sweden",Real Estate Operating Companies,OM,Gothenburg,Sweden,274,"Wallenstam, Hans","Linde, Susann",,Hmb Construction Ab,,,,,,,,,,AcadeMedia AB (publ),Advokatfirman Styrks Ab,Apoteket AB (Publ.),Aranea Holding Ab,Barn I Nod-Insamlingsstiftelsen Svensk Internationell Barnhjalp,Bilia Group Stockholm AB,Bjora Group Ab,BrÖDerna Hanssons I GÖTeborg Export Aktiebolag,Butterick´S Leco Ab,BVH Car Recond,,Board Member,"Bokenberger, Lars-Ake ","Weijber, Karin Mattsson","Wallenstam, Rebecka ","Wallenstam, Agneta ","Söderlund, Mikael ",,,
Informa PLC,GB00BMJ6DW54,"5 Howick Place, London, Greater London, SW1P 1WG, United Kingdom",Advertising,LSE,London,United Kingdom,11135,"Carter, Stephen","Wright, Gareth",BBB-,Computershare Investor Services PLC,Inspired Plc,Merit Group plc,"ON24, Inc.",,,,,,,European Commission,,,,,,,,,,,Board Member,"Rishton, John F.","Carter, Stephen Andrew","Wright, Gareth Richard","Martell, Patrick ","Whitehead, Gillian Rosemary","Smalley, Louise Helen","McDowell, Mary T.","Flaschen, David J.S."
Cellnex Telecom SA,ES0105066007,"Juan EsplandiU, 11-13, Madrid, Madrid, 28007, Spain",Integrated Telecommunication Services,BME,Madrid,Spain,3015,"Patuano, Marco Emilio","Aisa Mancho, Jose",BB+,Mediobanca Banca di Credito Finanziario S.p.A.,,,,,,,,,,"BigBelly, Inc.",Bouygues Telecom SA,Deutsche Telekom AG,European Commission,Groupe SEGULA Technologies SA,"Meliá Hotels International, S.A.",National University of Distance Education (UNED),"Orange Espagne, S.A.U.",Paris La Defense Services,"Telefónica, S.A.",,Board Member,"Bouverot, Anne ","Patuano, Marco Emilio Angelo","del Rivero Bermejo, Marieta ","Fau, Ana M. Garcia","D’Hinnin, Dominique ","Blayau, Pierre ","Guijarro Pinal, Maria Luisa","Coco, Christian "
St James's Place PLC,GB0007669376,"St. James’s Place House, 1 Tetbury Road, Cirencester, Gloucestershire, GL7 1FP, United Kingdom",Asset Management and Custody Banks,LSE,Cirencester,United Kingdom,2770,"Croft, Andrew","Gentle, Craig",,Aon plc,Bank of Scotland plc,Clydesdale Bank PLC,Computershare Investor Services PLC,Investec Group,Metro Bank Holdings PLC,Mitie Group plc,National Westminster Bank Plc,Redington Holdings Ltd,"Rocaton Investment Advisors, LLC",St. James's Place Partnership Services Limited,,,,,,,,,,,Board Member,"Sant Manduca, Paul Victor Falzon","Croft, Andrew ","Gentle, Craig Gordon","Hilary, Rosemary ","Burke, Dominic James","Griffin, Emma Kate","Nash, Lesley-Ann ","Hitchins, John Charles Fortescue"
Dassault Systemes SE,FR0014003TT8,"10, Rue Marcel Dassault, CS 40501, Vélizy-Villacoublay, Ile-de-France, 78140, France",Application Software,ENXTPA,Vélizy-Villacoublay,France,25000,"Charles, Bernard","Bergmann, Rouven",A,Addnode Group AB (publ),AEROLIA SA,Aerostar S.A.,Atos SE,Collins Aerospace,Constellium SE,Covivio,EXEL Industries SA,Meggitt PLC,Novelis ALR Aluminum Holdings Corporation,Alstom SA,Bayerische Motoren Werke Aktiengesellschaft,Blue Spirit Aero,Clean Sea Solutions As,COMEZ International srl,Dassault Aviation société anonyme,Dassault Aviation société anonyme,Forvia SE,Futura Gaïa Technologies,Galaxy FCT Sdn. Bhd.,,Board Member,"Charles, Bernard S.","Edelstenne, Charles ","Daloz, Pascal ","de Fromont de Bouaille, Tanneguy ","Berger, Genevieve B.","Daures-Lescourret, Laurence ","Cauchois, Xavier ","Desforges, Odile "
Solvay SA,BE0003470755,"Rue de Ransbeek, 310, Brussels, Brussels, 1120, Belgium",Diversified Chemicals,ENXTBR,Brussels,Belgium,22000,"Kadri, Ilham","Hajjar, Karim",BBB,Aarti Industries Limited,Byotrol plc,Deinove SA,Hexcel Corporation,LAB SA,Lune Holdings S.À R.L.,"Origin Materials, Inc.",SPIE Belgium SA,Touax SCA,,bioMérieux S.A.,"Electronic Fluorocarbons, Llc",Henkel AG & Co. KGaA,"Interlink Electronics, Inc.",L'Oréal S.A.,Vertical Aerospace Ltd.,,,,,,Board Member,"Boel, Nicolas ","Kadri, Ilham ","Thorne, Rosemary Prudence","Michel, Gilles ","Lievonen, Matti ","D'Eeckenbrugge, Herve Coppens","de Viron, Francoise ","Oudeman, Maria Johanna"
Polymetal International PLC,JE00B6T5S470,"Parthenonos, 6, 3rd floor, Limassol  3031, Cyprus",Gold,NYSE,Limassol,Cyprus,15160,"Nesis, Vitaly","Nazimok, Maxim",,Computershare Investor Services (Jersey) Limited,Credit Bank of Moscow (public joint-stock company),LLC Sberbank Investments,Sberbank of Russia,SMT Scharf AG,Société Générale Société anonyme,,,,,Wiluna Mining Corporation Limited,,,,,,,,,,,Board Member,"Nesis, Vitaly N.","Berdalina, Janat ","Dashevsky, Steven ","Konovalenko, Evgueni ","Sharko, Richard ","Yanakov, Konstantin Periklis","Perez, Pascale Jeannin",
Swiss Prime Site AG,CH0008038389,"Alpenstrasse 15, Zug, Zug, 6300, Switzerland",Real Estate Operating Companies,SWX,Zug,Switzerland,609,"Zahnd, René","Kucher, Marcel",,"Aeroflex Co., ltd.",Wüest & Partner AG,,,,,,,,,Bank Cler AG,Migros-Genossenschafts-Bund,Swiss Prime Site Solutions Investment Fund,Swisscom AG,Tertianum AG,Zurich Insurance Group,,,,,,Board Member,"Buechner, Ton ","Studhalter, Thomas ","Nater-Bass, Gabrielle ","Knoflach, Barbara A.","Chambers, Christopher Michael","Walter, Brigitte ","Conrad, Reto ",
Allreal Holding AG,CH0008837566,"Grabenstrasse 25, Baar, Zug, 6340, Switzerland",Diversified Real Estate Activities,SWX,Baar,Switzerland,227,"Widrig, Stephan","Frei, Marc",,areg.ch ag,Zaptec ASA,,,,,,,,,Canton of Zurich,Generali (Schweiz) Holding AG,MLL Meyerlustenberger Lachenal Froriep Ltd,Switzerland,,,,,,,,Board Member,"Honegger, Ralph-Thomas ","Sieber, Andrea ","Stenz, Thomas ","Stöckli, Jürg ","Steimer, Olivier ","Spuhler, Peter C.","Gmür, Philipp ","Guelpa, Anja Wyden"
Bellway PLC,GB0000904986,"Woolsington House, Woolsington, Newcastle upon Tyne, Tyne and Wear, NE13 8BF, United Kingdom",Homebuilding,LSE,Newcastle upon Tyne,United Kingdom,3042,"Honeyman, Jason","Adey, Keith",,Link Market Services Limited,Nexus Infrastructure plc,Smartspace Software plc,The Mission Group plc,,,,,,,,,,,,,,,,,,Board Member,"Tutte, John Frederick","Honeyman, Jason Michael","Adey, Keith D.","McHoul, Ian Philip","Whitney, Sarah Jane","Caseberry, Jill ",,
Scout24 AG,DE000A12DM80,"Invalidenstrasse 65, Munich, Bavaria, 10557, Germany",Interactive Media and Services,XTRA,Munich,Germany,828,"Hartmann, Tobias","Schmelzer, Dirk",NR,,,,,,,,,,,AutoScout24 GmbH,,,,,,,,,,,Board Member,"Albrecht, Hans-Holger ","Lutz, Frank H.","Frank, Elke ","Langheim, Thorsten ","Lützner, Axel ","Schwammlein, Andre ","Miteva, Maya ","Ouffata, Sohaila "
Kingspan Group PLC,IE0004927939,"Dublin Road, Kingscourt, Co. Cavan, A82 XY31, Ireland",Building Products,ISE,Kingscourt,Ireland,22000,"Murtagh, Gene","Doherty, Geoff",,Computershare Investor Services (Ireland) Limited,,,,,,,,,,,,,,,,,,,,,Board Member,"Massenberg, Jost A.","Murtagh, Gene M.","Murtagh, Eugene ","Doherty, Geoff P.","Shiels, Russell ","McCarthy, Gilbert ","Hickey, Linda ","Murphy, Senan "
Sofina SA,BE0003717312,"Rue de lIndustrie 31, Brussels, Brussels, 1040, Belgium",Multi-Sector Holdings,ENXTBR,Brussels,Belgium,79,"Boel, Harold Y.","Gury, Clément",,Alpha JWC Ventures Pte. Ltd.,Atlantic Labs Growth I GmbH & Co. KG,ChrysCapital,Everstone Capital Asia Pte Ltd,"Formation8 Partners, LLC","General Atlantic Service Company, L.P.",Gray Ghost Ventures,Highland Capital Partners LLC,Institutional Venture Partners,"InvAscent Capital Partners II, Ltd",,,,,,,,,,,,Board Member,"Lancksweert, Dominique ","Boel, Harold Y. H.","Stromberg, Charlotte ","d'Alviella, Richard Goblet","Sioen, Michèle ","Langenbucher, Anja ","Soubie, Catherine ","Boel, Nicolas "
Alfa Laval AB,SE0000695876,"Rudeboksvägen 1, Lund, Skåne County, 22100, Sweden",Industrial Machinery and Supplies and Components,OM,Lund,Sweden,20655,"Erixon, Tom","Ekstrom, Fredrik",BBB+,AB Svensk Exportkredit (publ),Fabege AB (publ),SSAB AB (publ),Svenska Handelsbanken AB (publ),,,,,,,Delaval Holding Ab,DeLaval Russia,Kirby Corporation,Molson Coors Beverage Company,Public joint-stock company Vyborg Shipyard,SSAB AB (publ),"Tetra Pak, Inc.","Tetra Pak, Inc.",,,,Board Member,"Jönsson, Dennis ","Rausing, Finn ","Lange, Henrik ","Rausing, Jorn ","Nielsen, Henrik ","Lantz, Bror García","Wiinberg, Ulf Arne","Mauritsson, Ray "
Worldline SA,FR0011981968,"Tour Voltaire, 1 Place des Degrés, Puteaux, Ile-de-France, 92059, France",Transaction and Payment Processing Services,ENXTPA,Puteaux,France,18259,"Grapinet, Gilles","Lambertie, Gregory",BBB,AliPay (China) Internet Technology Company Limited,"Amazon Web Services, Inc.",Apple Inc.,Bancontact Payconiq Company SA/NV,"Global Net Lease Operating Partnership, L.P.",Google LLC,Mastercard Incorporated,Microsoft Azure Inc.,Microsoft Corporation,Mobi724 Global Solutions Inc.,ABN AMRO Incorporated,Aegon Bank N.V.,ALDI SÜD Dienstleistungs-SE & Co. oHG,Aok Systems Gmbh,ASOS Plc,"Avis Rent A Car System, LLC",Banca Nazionale del Lavoro S.p.A.,Brodericks Limited,Central Bank for Curaçao,Citizens Development Business Finance PLC,,Board Member,"Bourigeaud, Bernard Andre Joseph","Grapinet, Gilles ","Schmucki, Daniel ","Lothringen, Lorenz von Habsburg","Cardoso, Aldo ","Pauget, Georges ","Arditti, Gilles ","Lagarde, Danielle "
Wartsila Oyj Abp,FI0009003727,"Hiililaiturinkuja 2, Helsinki, Uusimaa, 00180, Finland",Industrial Machinery and Supplies and Components,HLSE,Helsinki,Finland,17553,"Agnevall, Hakan","Berends, Arjen",,BTS Group AB (publ),Eidesvik Offshore ASA,"Lexmark International, Inc.","Nippon Piston Ring Co., Ltd.",NITTAN Corporation,Siili Solutions Oyj,"Tenable Holdings, Inc.",,,,AGL Energy Limited,Associated British Ports,Bahamas Power and Light Company Ltd.,Basin Electric Power Cooperative,Brazilian Navy,BUA Cement Plc,"Caribbean Utilities Company, Ltd.",Carisbrooke Shipping Limited,Clearway Energy Group LLC,CMA CGM S.A.,,Board Member,"Johnstone, Tom ","Vehvilainen, Mika ","Tuomela, Tiina Marjukka","Falk, Karin ","Forssell, Johan ","Bomba, Karen M.","Rahmström, Mats ","Engelstoft, Morten Henrick"
Rightmove PLC,GB00BGDT3G23,"2 Caldecotte Lake Business Park, Caldecotte Lake Drive, Caldecotte, Milton Keynes, Buckinghamshire, MK7 8LE, United Kingdom",Interactive Media and Services,LSE,Milton Keynes,United Kingdom,700,"Svanstrom, Johan","Dolan, Alison",,BCMGLOBAL (UK) Limited,Link Market Services Limited,,,,,,,,,,,,,,,,,,,,Board Member,"Fisher, Andrew ","Svanstrom, Johan ","Dolan, Alison Ann","Findlay, Andrew ","Tilbian, Lorna Mona","de Rojas, Jacqueline ","Tiwari, Amit ","Sharma, Kriti "
Randstad NV,NL0000379121,"Diemermere 25, Diemen, Noord-Holland, 1112 TC, Netherlands",Human Resource and Employment Services,ENXTAM,Diemen,Netherlands,43530,"van't Noordende, Alexander","Vazquez, Jorge",,Docebo Inc.,Micropole S.A.,Tata Consultancy Services Limited,,,,,,,,,,,,,,,,,,,Board Member,"Dekker, Wout ","Dorjee, Frank Franciscus","Aris, Antoinette P.","Auriol Potier, Helene ","Debroux, Laurence M.","´t Hart, Cees C.","Drost, Jeroen P.",
Phoenix Group Holdings PLC,GB00BGXQNP29,"20 Old Bailey, London, Greater London, EC4M 7AN, United Kingdom",Life and Health Insurance,LSE,London,United Kingdom,6800,"Briggs, Andrew","Thakrar, Rakesh",,abrdn plc,Atum Life Private Limited,Computershare Investor Services PLC,Diligenta Limited,Pearl Group Staff Pension Scheme,Santander UK plc,Standard Life Assurance Limited,Tata Consultancy Services Limited,Tata Consultancy Services Limited,,Halberd Corporation,Phoenix Group Holdings Employee Benefit Trust,Phoenix Life Holdings Limited,,,,,,,,,Board Member,"Barbour, Alastair William Stewart","Briggs, Andrew David","Thakrar, Rakesh Kishore","Pollock, John Brackenridge","Shott, Nicholas Roland","Green, Karen Ann","Murray, Katie ","Richards, Belinda Jane"
BT Group PLC,GB0030913577,"1 Braham Street London, Greater London, E1 8EE, United Kingdom",Integrated Telecommunication Services,LSE,London,United Kingdom,97100,"Jansen, Philip Eric","Lowth, Simon",BBB,Amdocs Limited,Apple Inc.,Aubay Société Anonyme,Aukett Swanke Group Plc,Calnex Solutions plc,Cardtronics plc,"Cisco Systems, Inc.",Comtech Telecommunications Corp.,"Couchbase, Inc.",Dfl Deutsche FußBall Liga Gmbh,ABB Ltd,Barnardo's,Clermont Hotel Group Limited,Dfl Deutsche FußBall Liga Gmbh,FatFace Limited,"Legacy EJY, Inc.",Liberty Global plc,ODEON Cinemas Limited,Oxfam GB,Pets at Home Ltd.,,Board Member,"Crozier, Adam Alexander","Jansen, Philip Eric Rene","Lowth, Simon Jonathan","McTighe, Robert Michael","Hudson, Isabel Frances","Key, Matthew ","Weller, Sara Vivienne","Cairnie, Linda Ruth"
Capgemini SE,FR0000125338,"Place de l'Etoile, 11, rue de Tilsitt, Paris, Ile-de-France, 75017, France",IT Consulting and Other Services,ENXTPA,Paris,France,349469,"Ezzat, Aiman","Ferrand, Carole",BBB+,Blue Prism Group Limited,"Citrix Systems, Inc.","Cyxtera Technologies, Inc.",Eurotech S.p.A.,"Global Net Lease Operating Partnership, L.P.","MongoDB, Inc.","Oculus VisionTech, Inc.",Wihlborgs Fastigheter AB (publ),,,Airbus SE,ANZ Group Holdings Limited,Atos Medical AB,Carrefour France SAS,City of Amsterdam,Creative Newtech Limited,Euronext N.V.,European Commission,Heathrow Airport Limited,Mercedes-Benz India Private Limited,,Board Member,"Hermelin, Paul Benjamin","Ezzat, Aiman ","Oudea, Frederic ","Sinapi-Thomas, Lucia ","Musca, Xavier ","Pouyanné, Patrick ","Herbert-Jones, Sian ","Jeannin, Hervé "
Andritz AG,AT0000730007,"Stattegger Strasse 18, Graz, Styria, 8045, Austria",Industrial Machinery and Supplies and Components,WBAG,Graz,Austria,29927,"Schönbeck, Joachim","Nettesheim, Norbert",,Pitti Engineering Limited,Sealmatic India Limited,,,,,,,,,Bashundhara Paper Mills Limited,CH. Karnchang (Lao) Company Limited,Harbin Electric Company Limited,Mississagi Power Trust,Paracel S.A.,,,,,,,Board Member,"Leeb, Alexander ","Leitner, Wolfgang ","Kircher-Kohl, Monika ","Martiner, Andreas ","Auer, Georg ","Fechter, Jürgen Hermann","Isola, Alexander ","Bernhard, Wolfgang "
Prosiebensat 1 Media SE,DE000PSM7770,"Medienallee 7, Unterföhring, Bavaria, 85774, Germany",Broadcasting,XTRA,Unterföhring,Germany,7393,"Habets, Bert","Mildner, Martin",,"20th Century Studios, Inc.",EQS Group AG,PLAZAMEDIA GmbH,Sky Media GmbH,The Walt Disney Company,,,,,,Ad Alliance GmbH,Alphabet Inc.,Deutsche Telekom AG,Highlight Communications AG,"Instagram, LLC",Joyn GmbH,"Meta Platforms, Inc.","YouTube, LLC",,,,Board Member,"Wiele, Andreas ","Helmes, Marion ","Stoiber, Edmund ","Nonnenmacher, Rolf ","Barati-Fischer, Minu ","Kahl, Heike ","Kronzucker, Dieter ","Lüpertz, Markus "
Quilter PLC,GB00BDCXV269,"Senator House, 85 Queen Victoria Street, London, Greater London, EC4V 4AB, United Kingdom",Asset Management and Custody Banks,LSE,London,United Kingdom,3005,"Levin, Steven","Satchel, Mark",,360 Dot Net Limited,Corpserve Registrars (Private) Limited,Equiniti Group Limited,JSE Investor Services (Pty) Ltd,National Bank of Malawi plc,Transfer Secretaries (Proprietary) Limited,,,,,Employee Benefit Trust,Quilter Perimeter Holdings Limited,,,,,,,,,,Board Member,"Markland, Ruth ","Levin, Steven ","Satchel, Mark Oscar","Reid, George Mcgrimmon","Breedon, Timothy James","Atkar, Neeta Avnash Kaur","Matthews, Paul Stephen","Kilcoyne, Moira "
Taylor Wimpey PLC,GB0008782301,"Gate House, Turnpike Road, High Wycombe, Buckinghamshire, HP12 3NR, United Kingdom",Homebuilding,LSE,High Wycombe,United Kingdom,5236,"Daly, Jennifer","Carney, Christopher",,Aukett Swanke Group Plc,Link Market Services Limited,Nexus Infrastructure plc,,,,,,,,,,,,,,,,,,,Board Member,"Noel, Robert M.","Daly, Jennifer ","Carney, Christopher ","Singer, Humphrey ","Dorner, Irene Mitchell","Gadhia, Jitesh K.","Grimble, Scilla ","Moriarty, Clodagh "
Infrastrutture Wireless Italiane SpA,IT0005090300,"Piazza Trento, 10 Rome, Rome, 00198 Italy",Integrated Telecommunication Services,BIT,Rome,Italy,279,,"Trudu, Emilia",BB+,Banca Popolare di Sondrio,Banco BPM S.p.A.,European Investment Bank,Telecom Italia S.p.A.,Telecom Italia S.p.A.,Telenergia S.R.L.,Vodafone Italia S.p.A.,,,,Telecom Italia S.p.A.,Vodafone Italia S.p.A.,,,,,,,,,,Board Member,"Cicchetti, Oscar ","Cavatorta, Laura ","Sarubbi, Stefano ","Bariatti, Stefania ","Landrevot, Christine Roseau","Ravera, Secondina Giulia","Valsecchi, Francesco ","Corda, Antonio "
Fresenius SE & Co KGaA,DE0005785604,"Else-Kroener-Strasse 1, Bad Homburg vor der Höhe, Hessen, 61352, Germany",Health Care Services,XTRA,Bad Homburg vor der Höhe,Germany,315233,"Sen, Michael","Hennicken, Sara",BBB,European Investment Bank,Fresenius Management SE,Fresenius Medical Care AG & Co. KGaA,Fresenius Medical Care AG & Co. KGaA,Kendrion N.V.,Unifiedpost Group SA,"VEREIT Operating Partnership, L.P.",,,,"Excelsior Medical Co., Ltd.",Fresenius Medical Care AG & Co. KGaA,Fresenius Medical Care AG & Co. KGaA,Fresenius Medical Care AG & Co. KGaA,,,,,,,,Board Member,"Kirsch, Wolfgang ","Diekmann, Michael ","Genster, Grit ","Krick, Gerd E.","Zeidler, Susanne ","Kölbl, Konrad ","Albrecht, D. Michael","Balling, Stefanie "
Poste Italiane SpA,IT0003796171,"Viale Europa, 190, Rome, Rome, 00144, Italy",Life and Health Insurance,BIT,Rome,Italy,119000,"Del Fante, Matteo","Greco, Camillo",BBB,Address Software SRL,Agenzia nazionale per l'attrazione degli investimenti e lo sviluppo d'impresa SpA,Anima Holding SpA,Banca IMI S.p.A.,BancoPosta Fondi SpA SGR,Cassa Depositi e Prestiti S.p.A.,CLP ScpA,Consorzio Per I Servizi Di Telefonia Mobile ScpA,Consorzio Postemotori,Consorzio Servizi Telef. Mobile ScpA,Agenzia nazionale per l'attrazione degli investimenti e lo sviluppo d'impresa SpA,Agenzia nazionale per l'attrazione degli investimenti e lo sviluppo d'impresa SpA,Anima Group S.A.,Anima Holding SpA,Banca Monte dei Paschi di Siena S.p.A.,BancoPosta Fondi SpA SGR,BancoPosta RFC,BancoPosta RFC,Cassa Depositi e Prestiti S.p.A.,CLP ScpA,,Board Member,"Rovere, Silvia Maria","Del Fante, Matteo ","Lonardo, Mauro ","Biondo, Carlo D’Asaro","Rutigliano, Patrizia ","Petrella, Matteo ","Gemignani, Valentina ","Marchioni, Paolo "
alstria office REIT AG,DE000A0LD2U1,"Steinstrasse 7, Hamburg, Hamburg, 20095 Germany",Office REITs,XTRA,Hamburg,Germany,183,"Elamine, Olivier","Dexne, Alexander",BBB-,KfW,Savills Advisory Services Gmbh,,,,,,,,,Bundesanstalt für Immobilienaufgaben,City of Berlin,Commerzbank AG,Deutsche Post Immobilien GmbH,GMG Generalmietgesellschaft mbH,Hamburger Hochbahn Aktiengesellschaft,Hamburger Produktionsgesellschaft Für Druckerzeugnisse Gmbh & Co. Kg,HOCHTIEF Aktiengesellschaft,Mercedes-Benz Group AG,Residenz Am Dom GemeinnÜTzige Betriebsgesellschaft Mbh,,Board Member,"Hyler, Brad ","Sucharda, Jan ","Worthington, Rebecca ","Powers, Richard ",,,,
Wendel SE,FR0000121204,"4 rue Paul-Cézanne, Paris, Ile-de-France, 75008 France",Multi-Sector Holdings,ENXTPA,Paris,France,92410,"Mignon, Laurent","Drillaud, Benoit",BBB,,,,,,,,,,,Wendel Participations,Wendel Participations,,,,,,,,,,Board Member,"Ver Hulst, Nicolas ","Gilles Pellissier, Gervais ","Mates, Harper ","Parise, Sophie Tomasi","Legrain, Olivier ","Torchiana, William D.","de Mitry, Francois ","de Wendel, Humbert "
Lonza Group AG,CH0013841017,"Muenchensteinerstrasse 38, Basel, Basel-Stadt, 4002, Switzerland",Life Sciences Tools and Services,SWX,Basel,Switzerland,17896,"Baehny, Albert","Deecke, Philippe",BBB+,908 Devices Inc.,Aarti Industries Limited,"Arbor Biotechnologies, Inc.","Cryoport, Inc.",HLE Glascoat Limited,Psivac Limited,SIX SAG AG,,,,"AMAG Pharmaceuticals, Inc.",Aruvant Sciences GmbH,AstraZeneca PLC,"aTyr Pharma, Inc.",Aurinia Pharmaceuticals Inc.,Auxly Cannabis Group Inc.,BacThera AG,BioAtrium AG,"Codiak BioSciences, Inc.",Genmab A/S,,Board Member,"Baehny, Albert M.","Mader, Christoph ","Richmond, Barbara M.","Steinemann, Jurgen B.","Kohlmann, Angelica ","Verscheure, Olivier ","Helmes, Marion ","Nitsch, Roger M."
Investor AB,SE0015811963,"Hamngatan 15, Stockholm, Stockholm County, 103 32, Sweden",Multi-Sector Holdings,NYSE,Stockholm,Sweden,18350,"Forssell, Johan","Saxon, Helena",AA-,Euroclear Sweden AB,,,,,,,,,,,,,,,,,,,,,Board Member,"Wallenberg, Jacob ","Forssell, Johan ","Wallenberg, Marcus ","Skaugen, Grace Reksten","Nyman, Sven ","Brock, Lars Gunnar Bertelson","Johnstone, Thomas ","Straberg, Hans "
ITV PLC,GB0033986497,"White City Place, 201 Wood Lane, London, Greater London, W12 7RU, United Kingdom",Broadcasting,LSE,London,United Kingdom,7272,"McCall, Dame Carolyn","Kennedy, Chris",BBB-,Aferian Plc,Barclays PLC,BNP Paribas SA,BritBox Australia Management Pty Limited,BritBox International Limited,"BritBox, LLC",Cineverse Corp.,Credit Suisse International,Digital 3 And 4 Ltd,"Fadel Partners, Inc.","Amazon.com, Inc.",Australian Broadcasting Corporation,Britbox (Uk) Limited,British Broadcasting Corporation,Channel 5 Broadcasting Ltd,Channel Four Television Corporation,Cineverse Corp.,Digital 3 And 4 Ltd,DTV Services Ltd,"Home Box Office, Inc.",,Board Member,"Cosslett, Andrew ","McCall, Dame Carolyn J.","Kennedy, Chris ","Ewing, Margaret ","Nebhrajani, Sharmila ","Carter, Edward H. Bonham","Amin, Salman ","Painter, Duncan Anthony"
